State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bangalore,Bangalore,Red Gram,Other,FAQ,2001-08-04,2250,3050.0,2650,7
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-08-04,900,1000.0,950,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,2001-08-04,1700,1800.0,1750,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-08-04,1450,1550.0,1500,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-08-04,900,1100.0,1000,1
Karnataka,Bangalore,Bangalore,Bengal Gram (Gram)(Whole),Good (whole),FAQ,2001-08-06,2550,2850.0,2700,6
Karnataka,Bangalore,Bangalore,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-08-06,3300,4100.0,3700,8
Karnataka,Bangalore,Bangalore,Coconut Seed,Other,FAQ,2001-08-06,1500,4000.0,2750,112
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Other,FAQ,2001-08-06,3500,3800.0,3650,9
Karnataka,Bangalore,Bangalore,Groundnut,Other,FAQ,2001-08-06,2250,2350.0,2300,10
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Jowar ( White),FAQ,2001-08-06,410,550.0,480,5
Karnataka,Bangalore,Bangalore,Kulthi (Horse Gram),Other,FAQ,2001-08-06,870,930.0,900,114
Karnataka,Bangalore,Bangalore,Red Gram,Other,FAQ,2001-08-06,2300,3150.0,2725,7
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-08-06,1450,1550.0,1500,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,2001-08-06,1650,1800.0,1725,3
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-08-06,950,1050.0,1000,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-08-06,900,1100.0,1000,1
Karnataka,Bangalore,Bangalore,Bengal Gram (Gram)(Whole),Good (whole),FAQ,2001-09-01,2150,2500.0,2325,6
Karnataka,Bangalore,Bangalore,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-09-01,3000,3900.0,3450,8
Karnataka,Bangalore,Bangalore,Chili Red,Other,FAQ,2001-09-01,2000,5800.0,3900,26
Karnataka,Bangalore,Bangalore,Coconut Seed,Other,FAQ,2001-09-01,1500,4000.0,2750,112
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Other,FAQ,2001-09-01,3000,3400.0,3200,9
Karnataka,Bangalore,Bangalore,Groundnut,Other,FAQ,2001-09-01,2250,2400.0,2325,10
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Jowar ( White),FAQ,2001-09-01,400,450.0,425,5
Karnataka,Bangalore,Bangalore,Kulthi (Horse Gram),Other,FAQ,2001-09-01,950,1050.0,1000,114
Karnataka,Bangalore,Bangalore,Red Gram,Other,FAQ,2001-09-01,2100,3000.0,2550,7
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-09-01,1500,1600.0,1550,3
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-09-01,900,1200.0,1050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,2001-09-01,1700,1800.0,1750,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-09-01,900,1100.0,1000,1
Karnataka,Bangalore,Bangalore,Bengal Gram (Gram)(Whole),Good (whole),FAQ,2001-09-10,2150,2450.0,2300,6
Karnataka,Bangalore,Bangalore,Coconut Seed,Other,FAQ,2001-09-10,1400,3900.0,2650,112
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Other,FAQ,2001-09-10,2200,2700.0,2450,9
Karnataka,Bangalore,Bangalore,Groundnut,Other,FAQ,2001-09-10,2200,2300.0,2250,10
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Jowar ( White),FAQ,2001-09-10,450,550.0,500,5
Karnataka,Bangalore,Bangalore,Kulthi (Horse Gram),Other,FAQ,2001-09-10,950,1050.0,1000,114
Karnataka,Bangalore,Bangalore,Maize,Local,FAQ,2001-09-10,510,550.0,530,4
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-09-10,1000,1100.0,1050,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-09-10,1500,1600.0,1550,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-09-10,900,1100.0,1000,1
Karnataka,Bangalore,Bangalore,Black Gram (Urd Beans)(Whole),Other,FAQ,2001-10-16,2600,3400.0,3000,8
Karnataka,Bangalore,Bangalore,Chili Red,Other,FAQ,2001-10-16,2000,5200.0,3600,26
Karnataka,Bangalore,Bangalore,Coconut Seed,Other,FAQ,2001-10-16,1500,4000.0,2750,112
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Other,FAQ,2001-10-16,2700,3100.0,2900,9
Karnataka,Bangalore,Bangalore,Groundnut,Other,FAQ,2001-10-16,2200,2700.0,2450,10
Karnataka,Bangalore,Bangalore,Maize,Local,FAQ,2001-10-16,510,550.0,530,4
Karnataka,Bangalore,Bangalore,Red Gram,Other,FAQ,2001-10-16,2200,3000.0,2600,7
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-10-16,1600,1700.0,1650,3
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-10-16,950,1100.0,1025,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,2001-10-16,1800,1900.0,1850,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-10-16,1000,1200.0,1100,1
Karnataka,Bangalore,Bangalore,Bengal Gram (Gram)(Whole),Other,FAQ,2001-11-15,2300,2700.0,2500,6
Karnataka,Bangalore,Bangalore,Chili Red,Other,FAQ,2001-11-15,2000,5500.0,3750,26
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Other,FAQ,2001-11-15,2300,2900.0,2600,9
Karnataka,Bangalore,Bangalore,Groundnut,Other,FAQ,2001-11-15,2300,2500.0,2400,10
Karnataka,Bangalore,Bangalore,Gur (Jaggery),Achhu,FAQ,2001-11-15,850,1550.0,1200,74
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Other,FAQ,2001-11-15,380,450.0,415,5
Karnataka,Bangalore,Bangalore,Maize,Other,FAQ,2001-11-15,480,500.0,490,4
Karnataka,Bangalore,Bangalore,Onion,Other,FAQ,2001-11-15,800,1040.0,920,23
Karnataka,Bangalore,Bangalore,Potato,Other,FAQ,2001-11-15,600,700.0,650,24
Karnataka,Bangalore,Bangalore,Rice,Other,FAQ,2001-11-15,1800,1900.0,1850,3
Karnataka,Bangalore,Bangalore,Wheat,Other,FAQ,2001-11-15,1000,1200.0,1100,1
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Medium,2001-11-17,800,1000.0,900,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Other,Medium,2001-11-17,1400,2000.0,1600,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Chilli,Other,FAQ,2001-11-17,800,1000.0,900,87
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Other,Medium,2001-11-17,1100,1300.0,1200,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana - Green,Other,FAQ,2001-11-21,20,120.0,75,90
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Green,Medium,2001-11-21,1500,2000.0,1700,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Chilli,Other,FAQ,2001-11-21,700,1000.0,800,87
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Other,Medium,2001-11-21,1200,1400.0,1300,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Other,FAQ,2001-11-21,650,700.0,675,78
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Other,Large,2001-11-22,1500,1800.0,1600,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Other,Medium,2001-11-22,1200,1400.0,1300,190
Karnataka,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,2001-12-12,1250,1400.0,1300,10
Karnataka,Dharwad,Hubli (Amaragol),Sunflower,Sunflower,FAQ,2001-12-12,810,1150.0,970,14
Karnataka,Mysore,Mysore (Bandipalya),Ashgourd,Gouard,FAQ,2001-12-19,350,400.0,380,83
Karnataka,Mysore,Mysore (Bandipalya),Beetroot,Other,FAQ,2001-12-19,650,750.0,700,157
Karnataka,Mysore,Mysore (Bandipalya),Bhindi (Ladies Finger),Other,FAQ,2001-12-19,600,750.0,700,85
Karnataka,Mysore,Mysore (Bandipalya),Bitter gourd,Other,FAQ,2001-12-19,700,850.0,800,81
Karnataka,Mysore,Mysore (Bandipalya),Bottle gourd,Other,FAQ,2001-12-19,200,220.0,200,82
Karnataka,Mysore,Mysore (Bandipalya),Brinjal,Round/Long,FAQ,2001-12-19,400,450.0,420,35
Karnataka,Mysore,Mysore (Bandipalya),Cabbage,Other,FAQ,2001-12-19,350,400.0,380,154
Karnataka,Mysore,Mysore (Bandipalya),Capsicum,Other,FAQ,2001-12-19,1200,1300.0,1250,164
Karnataka,Mysore,Mysore (Bandipalya),Carrot,Other,FAQ,2001-12-19,900,1000.0,950,153
Karnataka,Mysore,Mysore (Bandipalya),Cauliflower,Local,FAQ,2001-12-19,900,950.0,930,34
Karnataka,Mysore,Mysore (Bandipalya),Cluster beans,Other,FAQ,2001-12-19,900,1000.0,950,80
Karnataka,Mysore,Mysore (Bandipalya),Cowpea (Lobia/Karamani),Cowpea (Whole),FAQ,2001-12-19,1361,1422.0,1370,92
Karnataka,Mysore,Mysore (Bandipalya),Cucumbar (Kheera),Other,FAQ,2001-12-19,250,300.0,280,159
Karnataka,Mysore,Mysore (Bandipalya),Dry Chillies,Local,FAQ,2001-12-19,2260,4560.0,3600,132
Karnataka,Mysore,Mysore (Bandipalya),Green Chilli,Other,FAQ,2001-12-19,950,1000.0,980,87
Karnataka,Mysore,Mysore (Bandipalya),Groundnut,Groundnut seed,FAQ,2001-12-19,760,1288.0,1150,10
Karnataka,Mysore,Mysore (Bandipalya),Jowar (Sorghum),Jowar ( White),FAQ,2001-12-19,416,425.0,420,5
Karnataka,Mysore,Mysore (Bandipalya),Kulthi (Horse Gram),Horse gram (Whole),FAQ,2001-12-19,820,1020.0,950,114
Karnataka,Mysore,Mysore (Bandipalya),Maize,Local,FAQ,2001-12-19,448,460.0,450,4
Karnataka,Mysore,Mysore (Bandipalya),Onion,Small - I,FAQ,2001-12-19,850,900.0,880,23
Karnataka,Mysore,Mysore (Bandipalya),Onion,Local,FAQ,2001-12-19,300,500.0,400,23
Karnataka,Mysore,Mysore (Bandipalya),Paddy (Dhan)(Common),Paddy Jyoti,FAQ,2001-12-19,512,536.0,520,2
Karnataka,Mysore,Mysore (Bandipalya),Raddish,Other,FAQ,2001-12-19,250,300.0,280,161
Karnataka,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2001-12-19,320,366.0,350,30
Karnataka,Mysore,Mysore (Bandipalya),Rice,Dappa,FAQ,2001-12-19,800,1050.0,950,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Fine,FAQ,2001-12-19,1400,1850.0,1500,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Medium,FAQ,2001-12-19,1200,1350.0,1300,3
Karnataka,Mysore,Mysore (Bandipalya),Sweet Pumpkin,Other,FAQ,2001-12-19,400,500.0,480,173
Karnataka,Mysore,Mysore (Bandipalya),Tomato,Local,FAQ,2001-12-19,1000,1100.0,1050,78
Karnataka,Bangalore,Bangalore,Bajra (Pearl Millet/Cumbu),Bold,FAQ,2001-12-20,480,500.0,490,28
Karnataka,Bangalore,Bangalore,Coconut,Other,FAQ,2001-12-20,2000,5000.0,3500,138
Karnataka,Bangalore,Bangalore,Copra,other,FAQ,2001-12-20,3750,4000.0,3875,129
Karnataka,Bangalore,Bangalore,Dry Chillies,Byadgi,FAQ,2001-12-20,2500,5000.0,3750,132
Karnataka,Bangalore,Bangalore,Garlic,Average,FAQ,2001-12-20,2600,5400.0,4000,25
Karnataka,Bangalore,Bangalore,Ginger (Dry),Dry,FAQ,2001-12-20,350,430.0,390,27
Karnataka,Bangalore,Bangalore,Green Gram (Moong)(Whole),Green (Whole),FAQ,2001-12-20,2300,2950.0,2625,9
Karnataka,Bangalore,Bangalore,Groundnut,Balli/Habbu,FAQ,2001-12-20,800,1200.0,1000,10
Karnataka,Bangalore,Bangalore,Gur (Jaggery),Achhu,FAQ,2001-12-20,1000,1350.0,1175,74
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Jowar ( White),FAQ,2001-12-20,380,420.0,400,5
Karnataka,Bangalore,Bangalore,Jowar (Sorghum),Jowar (Yellow),FAQ,2001-12-20,600,680.0,640,5
Karnataka,Bangalore,Bangalore,Maize,Deshi Red,FAQ,2001-12-20,450,480.0,465,4
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2001-12-20,250,400.0,325,23
Karnataka,Bangalore,Bangalore,Onion,Beelary-Red,FAQ,2001-12-20,500,550.0,525,23
Karnataka,Bangalore,Bangalore,Potato,(Red Nanital),FAQ,2001-12-20,580,950.0,765,24
Karnataka,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,2001-12-20,350,480.0,415,30
Karnataka,Bangalore,Bangalore,Rice,Coarse,FAQ,2001-12-20,0,500.0,400,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,2001-12-20,1800,1900.0,1850,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,2001-12-20,1550,1650.0,1600,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,2001-12-20,950,1100.0,1025,3
Karnataka,Bangalore,Bangalore,Wheat,147 Average,FAQ,2001-12-20,900,1150.0,1025,1
Karnataka,Bangalore,Bangalore,Wheat,147 Best,FAQ,2001-12-20,940,1200.0,1070,1
Karnataka,Mysore,Mysore (Bandipalya),Beetroot,Other,FAQ,2001-12-21,500,550.0,520,157
Karnataka,Mysore,Mysore (Bandipalya),Bhindi (Ladies Finger),Other,FAQ,2001-12-21,300,350.0,330,85
Karnataka,Mysore,Mysore (Bandipalya),Bitter gourd,Other,FAQ,2001-12-21,600,750.0,720,81
Karnataka,Mysore,Mysore (Bandipalya),Bottle gourd,Other,FAQ,2001-12-21,150,250.0,220,82
Karnataka,Mysore,Mysore (Bandipalya),Brinjal,Round/Long,FAQ,2001-12-21,250,300.0,280,35
Karnataka,Mysore,Mysore (Bandipalya),Cabbage,Other,FAQ,2001-12-21,250,300.0,280,154
Karnataka,Mysore,Mysore (Bandipalya),Capsicum,Other,FAQ,2001-12-21,800,950.0,920,164
Karnataka,Mysore,Mysore (Bandipalya),Carrot,Other,FAQ,2001-12-21,850,900.0,880,153
Karnataka,Mysore,Mysore (Bandipalya),Castor Seed,Caster,FAQ,2001-12-21,1180,1185.0,1185,123
Karnataka,Mysore,Mysore (Bandipalya),Cauliflower,Local,FAQ,2001-12-21,600,750.0,720,34
Karnataka,Mysore,Mysore (Bandipalya),Cluster beans,Other,FAQ,2001-12-21,600,750.0,720,80
Karnataka,Mysore,Mysore (Bandipalya),Cucumbar (Kheera),Other,FAQ,2001-12-21,200,250.0,220,159
Karnataka,Mysore,Mysore (Bandipalya),Dry Chillies,Local,FAQ,2001-12-21,700,800.0,780,132
Karnataka,Mysore,Mysore (Bandipalya),Green Chilli,Other,FAQ,2001-12-21,700,800.0,780,87
Karnataka,Mysore,Mysore (Bandipalya),Groundnut,Groundnut seed,FAQ,2001-12-21,910,1380.0,1268,10
Karnataka,Mysore,Mysore (Bandipalya),Jowar (Sorghum),Jowar ( White),FAQ,2001-12-21,381,401.0,400,5
Karnataka,Mysore,Mysore (Bandipalya),Kulthi (Horse Gram),Horse gram (Whole),FAQ,2001-12-21,782,931.0,850,114
Karnataka,Mysore,Mysore (Bandipalya),Maize,Local,FAQ,2001-12-21,420,452.0,430,4
Karnataka,Mysore,Mysore (Bandipalya),Onion,Small - I,FAQ,2001-12-21,700,850.0,820,23
Karnataka,Mysore,Mysore (Bandipalya),Onion,Local,FAQ,2001-12-21,300,500.0,400,23
Karnataka,Mysore,Mysore (Bandipalya),Paddy (Dhan)(Common),Paddy Jyoti,FAQ,2001-12-21,526,535.0,530,2
Karnataka,Mysore,Mysore (Bandipalya),Paddy (Dhan)(Common),Jaya,FAQ,2001-12-21,510,566.0,532,2
Karnataka,Mysore,Mysore (Bandipalya),Potato,Local,FAQ,2001-12-21,800,950.0,850,24
Karnataka,Mysore,Mysore (Bandipalya),Raddish,Other,FAQ,2001-12-21,300,350.0,320,161
Karnataka,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2001-12-21,320,392.0,341,30
Karnataka,Mysore,Mysore (Bandipalya),Rice,Dappa,FAQ,2001-12-21,800,1050.0,950,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Medium,FAQ,2001-12-21,1200,1350.0,1300,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Fine,FAQ,2001-12-21,1400,1850.0,1600,3
Karnataka,Mysore,Mysore (Bandipalya),Sweet Pumpkin,Other,FAQ,2001-12-21,300,350.0,330,173
Karnataka,Mysore,Mysore (Bandipalya),Tomato,Local,FAQ,2001-12-21,500,550.0,530,78
Karnataka,Mysore,Mysore (Bandipalya),White Pumpkin,Other,FAQ,2001-12-21,350,400.0,380,158
Karnataka,Mysore,Mysore (Bandipalya),Ashgourd,Gouard,FAQ,2001-12-27,350,400.0,380,83
Karnataka,Mysore,Mysore (Bandipalya),Beetroot,Other,FAQ,2001-12-27,500,600.0,580,157
Karnataka,Mysore,Mysore (Bandipalya),Bhindi (Ladies Finger),Other,FAQ,2001-12-27,300,350.0,320,85
Karnataka,Mysore,Mysore (Bandipalya),Bitter gourd,Other,FAQ,2001-12-27,500,550.0,530,81
Karnataka,Mysore,Mysore (Bandipalya),Bottle gourd,Other,FAQ,2001-12-27,150,200.0,180,82
Karnataka,Mysore,Mysore (Bandipalya),Brinjal,Round/Long,FAQ,2001-12-27,350,450.0,420,35
Karnataka,Mysore,Mysore (Bandipalya),Cabbage,Other,FAQ,2001-12-27,250,350.0,320,154
Karnataka,Mysore,Mysore (Bandipalya),Capsicum,Other,FAQ,2001-12-27,950,1000.0,950,164
Karnataka,Mysore,Mysore (Bandipalya),Carrot,Other,FAQ,2001-12-27,700,800.0,780,153
Karnataka,Mysore,Mysore (Bandipalya),Cauliflower,Local,FAQ,2001-12-27,450,500.0,480,34
Karnataka,Mysore,Mysore (Bandipalya),Cluster beans,Other,FAQ,2001-12-27,700,850.0,830,80
Karnataka,Mysore,Mysore (Bandipalya),Cucumbar (Kheera),Other,FAQ,2001-12-27,250,350.0,320,159
Karnataka,Mysore,Mysore (Bandipalya),Green Chilli,Other,FAQ,2001-12-27,800,900.0,850,87
Karnataka,Mysore,Mysore (Bandipalya),Jowar (Sorghum),Jowar ( White),FAQ,2001-12-27,317,374.0,350,5
Karnataka,Mysore,Mysore (Bandipalya),Kulthi (Horse Gram),Horse gram (Whole),FAQ,2001-12-27,820,862.0,850,114
Karnataka,Mysore,Mysore (Bandipalya),Onion,Small - I,FAQ,2001-12-27,650,750.0,720,23
Karnataka,Mysore,Mysore (Bandipalya),Onion,Local,FAQ,2001-12-27,300,500.0,400,23
Karnataka,Mysore,Mysore (Bandipalya),Paddy (Dhan)(Common),Paddy Jyoti,FAQ,2001-12-27,517,561.0,540,2
Karnataka,Mysore,Mysore (Bandipalya),Raddish,Other,FAQ,2001-12-27,300,350.0,330,161
Karnataka,Mysore,Mysore (Bandipalya),Rice,Dappa,FAQ,2001-12-27,800,1050.0,950,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Fine,FAQ,2001-12-27,1400,1850.0,1600,3
Karnataka,Mysore,Mysore (Bandipalya),Rice,Medium,FAQ,2001-12-27,1200,1350.0,1300,3
Karnataka,Mysore,Mysore (Bandipalya),"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-12-27,1818,1901.0,1850,11
Karnataka,Mysore,Mysore (Bandipalya),Sweet Pumpkin,Other,FAQ,2001-12-27,300,350.0,320,173
Karnataka,Mysore,Mysore (Bandipalya),Tomato,Local,FAQ,2001-12-27,550,600.0,580,78
Karnataka,Haveri,Byadagi,Cotton,Krishna,FAQ,2001-12-28,1600,1719.0,1700,15
Karnataka,Haveri,Byadagi,Dry Chillies,Dabbi,FAQ,2001-12-28,2969,7039.0,4869,132
Karnataka,Mysore,Mysore (Bandipalya),Ashgourd,Gouard,FAQ,2001-12-28,380,450.0,420,83
Karnataka,Mysore,Mysore (Bandipalya),Beetroot,Other,FAQ,2001-12-28,500,600.0,580,157
Karnataka,Mysore,Mysore (Bandipalya),Bhindi (Ladies Finger),Other,FAQ,2001-12-28,450,500.0,480,85
Karnataka,Mysore,Mysore (Bandipalya),Bitter gourd,Other,FAQ,2001-12-28,600,700.0,680,81
Karnataka,Mysore,Mysore (Bandipalya),Bottle gourd,Other,FAQ,2001-12-28,200,220.0,200,82
Karnataka,Mysore,Mysore (Bandipalya),Brinjal,Round/Long,FAQ,2001-12-28,400,450.0,420,35
